id,text,class
37178HXT,thứ nhất \,1
37179SSI,và cũng có rất nhiều lần \,1
37180XOH,tận tâm \,1
37181KIS,thực sự thì giảng viên này không dạy lớp em \,1
37182ONW,cô dễ thương gần gũi với học sinh \,1
37183CEG,thầy cung cấp tài liệu đầy đủ .,2
37184CVX,đảm bảo giờ học \,1
37185YZI,cô dạy rất hay và dễ hiểu \,1
37186GXG,cần có thêm bài tập về ngữ pháp .,0
37187NTP,tự bỏ công sức để chuẩn bị các hoạt động trên lớp cũng như tự mình chi cho các hoạt động nhằm nâng cao khả năng học tiếng anh của sinh viên đặc biệt là những sinh viên trong nhóm extensive reading của cô .,2
37188FUF,trong các tiết học \,1
37189DSQ,giảng viên thoải mái \,1
37190XMN,giảng viên nhiệt tình \,1
37191OVM,các ví dụ đều có liên hệ đến bài tập .,2
37192OBG,sắp xếp thời gian học không trùng với các môn học khác .,0
37193BRZ,tận tình dễ hiểu .,2
37194JAJ,giảng viên rất có phong cách dạy học và truyền đạt \,1
37195IOQ,môn học cần có thêm một số kiến thức hoặc các cách khác để giải quyết các bài toán khó .,0
37196LNR,nhiều lúc thầy nói nhanh quá nghe không kiệp .,0
37197PDL,giáo viên dạy tân tâm \,1
37198IDY,do môn học không tính điểm thực hành và cũng không phải nộp bài tập nên theo ý kiến chủ quan của riêng em thì thực hành hình thứ 1 dường như chưa thật sự hợp lý .,0
37199VCI,có tương tác với học sinh .,1
37200NGN,thầy có hướng dẫn cho sinh viên tốt .,2
37201WHY,thầy wzjwz277 vui tính .,2
37202LZD,giảng viên nhiệt tình \,1
37203FLM,một số buổi dạy của giảng viên không hiệu quả về giờ giấc .,0
37204ZJY,giảng viên đảm bảo thời gian lên lớp và khối lượng kiến thức trong mỗi buổi học .,2
37205GJD,chia nhỏ bài tập về nhà để cộng điểm cho sinh viên \,1
37206HSR,và cho bài tập và kiểm tra bài tập ở tuần dạy tiếp theo .,2
37207RGE,giảng viên nên xem lại cách cho bài tập về nhà .,0
37208OGA,nhiệt tình \,1
37209KJR,nên cải thiện cơ sở vật chất và thiết bị dạy học \,1
37210NOT,giảng viên đánh giá đúng \,1
37211ERN,sữa lỗi cho sinh viên .,2
37212ZHS,em thấy nên bỏ môn học này .,0
37213QMU,thầy cần soạn trước slile rồi gửi cho sinh viên để sinh viên có thể ở nhà đọc trước bài \,1
37214BCU,thầy không dạy gì khi đến lớp .,0
37215KTZ,nên thực hành nhiều hơn lý thuyết \,1
37216DYK,cô chủ đọng nhắc nhở các bạn học tập và ai có thắc mắc cô giải đáp hết .,2
37217OZD,có nhiều chỗ thầy nghĩ tụi em biết nên khi hỏi lại thầy thì thầy hơi cau mày .,0
37218NLD,giảng viên nhiệt tình \,1
37219QEB,giảng dạy quá nhanh .,0
37220IUK,ra bài tập rất hay .,2
37221CRF,giáo viên dạy nhiệt tình tâm huyết .,2
37222YMR,thầy hay vắng .,0
37223XMF,thầy nên dạy thực hành một cách kỹ lưỡng hơn cho sinh viên hiểu và thực hiện .,0
37224AKR,giảng viên rất tận tâm trong việc truyền đạt nội dung môn học .,2
37225ODZ,giáo viên năng nổ nhiệt tình dễ thương cho làm nhiều bài tập vận dụng hay .,2
37226RBP,thầy thường xuyên truyền đạt kỹ năng cần thiết và thiết thực \,1
37227FMM,nhiệt tình trả lời câu hỏi khi sinh viên phát biểu .,2
37228IEL,thầy giảng dễ hiểu \,1
37229ZYS,thầy đi dạy không đúng giờ \,1
37230ZAM,thầy vui tính và dạy rất nhiệt tình \,1
37231HTJ,thầy rất tuyệt thầy dạy rất dễ hiểu .,2
37232ZMS,thấy dạy rất tốt .,2
37233RLM,dù biết là giảng viên muốn tốt cho tụi em nhưng giảng viên cứ tự đổi giờ lên lớp như thế thì em không đồng tình lắm ạ .,0
37234VAH,giáo trình không phù hợp với sinh viên .,0
37235FVR,cô thân thiện \,1
37236XTO,thầy hài hước vui vẻ .,2
37237OAV,cô dạy nhanh quá \,1
37238FNU,tăng thời gian lên lớp .,0
37239IRA,cách giảng bài chi tiết vừa đủ và dễ hiểu .,2
37240CKL,đồ án môn học mới lạ \,1
37241VUE,cần nhiều bài tập hơn .,0
37242BHX,cô giảng hay dễ hiểu .,2
37243TML,không dạy thật sự .,0
37244OMD,giáo viên trẻ \,1
37245VNY,giảng viên rất nhiệt tình \,1
37246EVR,giảng viên nhiệt tình hướng dẫn sinh viên .,2
37247DEA,nên hướng dẫn thêm nhiều tài liệu để sinh viên được chủ động hơn trong học tập .,0
37248LAC,thầy dạy rất chán .,0
37249EUL,thầy giáo rất nhiệt tình trong việc hỗ trợ sinh viên \,1
37250QJT,silde cần làm bằng tiếng việt vì không phải trong lớp ai cũng giỏi tiếng anh để hiểu .,0
37251YNX,môn học có nhiều kiến thức khó \,1
37252WIY,giảng nhanh \,1
37253MNE,cho nhiều bài tập để nắm kiến thức sau khi học lý thuyết .,2
37254INC,khả năng truyền đạt chưa được tốt .,0
37255FPG,cơ sở vật chất không đảm bảo chất lượng \,1
37256PEE,thầy nên sử dụng moodle và có cách thông báo rõ ràng \,1
37257UVV,tận tâm giảng dạy .,2
37258RUP,nhưng thầy ơi \,1
37259JZE,giảng viên tận tâm \,1
37260VAI,giảng viên giảng dạy nhiệt tình \,1
37261FVM,thầy có dạy những kiến thức \,1
37262SBB,giảng viên hay đặt vấn đề để sinh viên suy nghĩ .,2
37263OSJ,được rèn luyện kỹ năng giao tiếp tiếng anh cũng như cách tự học tốt ở nhà .,2
37264CRS,thầy dạy tốt \,1
37265PJJ,quản lý thời gian thực hành chưa hợp lý \,1
37266WBZ,hướng dẫn \,1
37267XHF,chất lượng mạng trong phòng máy mạnh nhưng chấy lượng máy kém .,0
37268CUM,thầy dạy rất nhiệt huyết \,1
37269ZGJ,môn java này là môn quan trọng \,1
37270SWD,giáo viên chưa đến lớp đúng giờ .,0
37271PYA,giáo viên sử dụng ngôn ngữ anh rất tốt \,1
37272HSH,thầy truyền đạt kiến thức hiệu quả \,1
37273UHP,tiếng anh lại không chuẩn mà cứ nói ngập ngừng suốt buổi \,1
37274DOW,sự nhiệt tình giải đáp mọi thắc mắc của sinh viên .,2
37275YMO,dạy khó hiểu và lên lớp muộn .,0
37276BHS,cám ơn thầy fraction cô đã đọc một bài dài thế này .,1
37277GOE,cần có thêm lớp training cho các bạn yếu \,1
37278JEX,nhưng kiến thức quá nhiều \,1
37279CJB,thầy nên hạn chế cho chép .,0
37280LBF,rất hài lòng về giảng viên wzjwz321 .,2
37281ENM,cô dạy nhanh .,0
37282QTW,phòng thí nghiệm môn này cần được nâng cấp và mở rộng .,0
37283JHL,khả năng truyền đạt chưa gây được sự thu hút .,0
37284LOE,thầy dạy hay và tốt .,2
37285XFV,bị áp lực .,0
37286ARZ,khả năng truyền đạt kiến thức cao \,1
37287XFT,thầy luôn quan tâm giúp đỡ sinh viên .,2
37288OQQ,lên lớp đúng giờ .,2
37289GEQ,nhiệt tình \,1
37290IAL,em xin có ý kiến doubledot giảng viên lý thuyết dạy chậm hơn so với giảng viên thực hành rất nhiều !,0
37291LZM,lý thuyết quá nhiều không tập trung chủ yếu .,0
37292NTQ,cần phải có liên hệ thực tiễn trong quá trình giảng dạy để tạo sự ham thích cho người học .,0
37293CDY,khi sinh viên đề nghị thầy mở lại cách ra deadline thì thầy bảo không được và cứ giữ nguyên thể thức như vậy .,0
37294GFM,cần đi sâu vào thực tế \,1
37295LFR,thầy dạy dễ hiểu \,1
37296CSP,giảng bài cảm thấy hơi buồn ngủ .,0
37297VIX,dạy chậm hơn tiết thực hành .,0
37298CGG,hài lòng hoàn toàn .,2
37299HVN,cảm ơn .,1
37300UHA,thầy dạy hay và dễ hiểu .,2
37301GOM,giảng viên dạy nhiệt tình \,1
37302PCV,phòng lab còn chạy visual studio 2008 \,1
37303WAZ,phòng học còn nóng .,0
37304ZTO,thầy cho bài tập luyện tập rất nhiều \,1
37305QTS,phân chia thời gian báo cáo chưa hợp lý .,0
37306CVN,giảng viên nhiệt tình \,1
37307NMA,gây khó khăn khi tìm thông tin làm bài tập và nộp bài tập trên moodle .,0
37308EHM,nâng cấp máy tính .,1
37309UVM,thầy rất chú tâm .,2
37310QWP,thầy cho bài tập để làm mà không cho đáp án để sinh viên biết được mình giải đúng hay sai .,0
37311NUR,nên bọn em khó có thể gặp được giảng viên .,0
37312NKD,nội dung giảng dạy rất là lý thuyết và thiếu phần bài tập để ứng dụng và nhớ bài hơn .,0
37313COQ,thầy giảng rất dễ hiểu \,1
37314CUN,mặc dù môn này là em học lần hai nhưng kết quả đang tồi tệ hơn \,1
37315LYQ,giảng bài đầy đủ .,2
37316ERU,các hoạt động trong tiết học đa dạng \,1
37317AGL,nhưng nhiều phần em không biết học rồi có áp dụng hay không .,0
37318VOH,thông báo những buổi seminar và báo cáo phải chính xác để dễ dàng cho cả sinh viên lẫn giáo viên .,0
37319XVF,thầy hơi nghiêm khắc \,1
37320XHA,thầy rất tận tình \,1
37321YIE,giảng viên có trình độ chuyên môn tốt \,1
37322KVT,cho làm nhiều bài tập hữu ích \,1
37323KFC,tạo hứng thú trong học tập \,1
37324WOB,thầy giáo dạy nhiệt tình giúp tiếp cận kiến thức tốt .,2
37325XHC,hình thức thực hành 2 dường như không có tác dụng với sinh viên .,0
37326BDE,giảng viên dạy nhiệt tình \,1
37327BKN,tăng hiệu suất máy tính .,1
37328GEF,thầy rất nhiệt tình và tận tâm .,2
37329MAB,tốt nhất nên cho ví dụ tổng quan .,0
37330MTD,có nhiều hoạt động giúp sinh viên nâng cao kỹ năng .,2
37331RHW,thân thiện \,1
37332MNF,thầy rất có tâm trong việc tạo áp lực giúp sinh viên học nhiều hơn và thực hành nhiều hơn .,2
37333EER,thầy chỉ nên sử dụng facebook làm kênh thông tin song hành \,1
37334CGQ,giờ giảng dạy của thầy đa số là thầy đọc \,1
37335NWI,mặc dù môn này đã được nghe thầy nói được dạy lần đầu cho khóa 3 .,1
37336HJM,thầy dạy không để ý xem sinh viên có nhận thức được hay không \,1
37337MZK,rất hay khuyến khích tinh thần học tập .,2
37338BLH,là một môn học về kỹ năng \,1
37339EDI,lắng nghe ý kiến của sinh viên trong quá trình học .,2
37340NZA,giảng viên rất nhiệt tình giảng dạy \,1
37341XVV,cô vui vẻ \,1
37342WLF,rất quan tâm học viên .,2
37343CBG,thầy rất nhiệt tình \,1
37344GQB,thầy vui tính \,1
37345BXI,giảng viên hướng dẫn rõ ràng \,1
37346KML,bài tập quá khó hiểu \,1
37347JJC,thầy cung cấp tài liệu học tập rất đầy đủ \,1
37348VII,môn học hay và hấp dẫn .,2
37349BAN,mong cô dạy thêm về ngữ pháp .,0
37350ZTT,kỳ sau em có học một môn của chị nữa đó \,1
37351NTI,giảng viên nên nhiệt tình hơn !,0
37352FPU,cô dạy nhiệt tình dễ hiểu .,2
37353XGD,nếu cho được điểm 11 thì em cũng cho luôn .,2
37354TZM,ngoài kiến thức lý thuyết tụi em đã học \,1
37355XLU,nhìn chung thầy dạy tốt .,2
37356YAL,thầy dạy tâm huyết \,1
37357IOB,lớp lý thuyết chủ yếu dạy về các công nghệ mới \,1
37358LZM,giảng viên cần cung cấp cho học viên tài liệu lý thuyết rõ ràng .,2
37359RPG,ngoài kiến thức anh văn được cải thiện hiệu quả \,1
37360XCJ,giảng viên chấm điểm công bằng \,1
37361CWR,giảng viên tích cực tiếp thu ý kiến sinh viên về kiến thức và cách giảng dạy \,1
37362DMC,thân thiện \,1
37363BEZ,giảng dạy dễ hiểu \,1
37364BRX,tốn thời gian .,0
37365GIF,có sự tương tác tốt \,1
37366ITP,thầy dạy hay \,1
37367VFQ,đề nghị những bài khó giảng viên cần giảng kỹ \,1
37368JAX,thầy giảng viên ít viết chương trình trên lớp \,1
37369XTU,cô nên dạy nội dung khó hơn cho lớp sau .,0
37370QAC,sự nhiệt tình \,1
37371HQV,lúc đầu vào học thì chưa tập trung nội dung học \,1
37372ZSI,cô giáo tận tình .,2
37373OJE,thầy rất nhiệt tình \,1
37374LPK,lập trình hướng đối tượng nói riêng và tất cả các môn liên quan đến lập trình nói chung theo em nên được cập nhật tài liệu thường xuyên \,1
37375TDW,thầy nói nghe không rõ \,1
37376JRX,giảng dạy tốt \,1
37377EGO,cung cấp nhiều tài liệu tham khảo .,2
37378JYC,giảng viên nhiệt tình \,1
37379WFZ,khó tiếp thu được kiến thức cô truyền đạt .,0
37380QLG,cô rất nhiệt tình với lớp .,2
37381YNO,nên cho sinh viên làm nhiều bài tập \,1
37382RKK,có chút không hiểu bài .,0
37383AMR,cần trang bị máy nghe tốt hơn \,1
37384EBE,giáo viên giảng dạy rất nhiệt tình \,1
37385HPH,không nêu thông tin rõ ràng thời gian báo cáo .,0
37386ECD,cô dung dậy nhiệt tình dễ hiểu .,2
37387KTZ,nhiệt tình \,1
37388RKO,những bài tập về nhà khó em hy vọng thầy có bài sửa mẫu chi tiết cho cả lớp giúp chúng em rút kinh nghiệm ạ .,0
37389QVD,hiền \,1
37390BVM,cô rất nhiệt tình \,1
37391QZI,tiết dạy sinh động \,1
37392WBG,dạy không nhiệt tình \,1
37393QVP,thầy rất nhiệt tình \,1
37394UDS,cách thức giảng dạy chưa phù hợp lắm với sinh viên có học lực chưa tốt .,0
37395KZR,thầy dạy nhiệt tình \,1
37396OIO,cô là giáo viên có tâm và nhiệt huyết nhất em từng gặp .,2
37397CVE,sinh viên hiểu bài rất dễ dàng \,1
37398BVI,cô cho rất nhiều bài tập trên hệ thống moodle \,1
37399FZE,phân chia nhóm hợp lý \,1
37400NML,giảng viên dạy rất hay \,1
37401AUI,giáo viên tận tình \,1
37402XPC,rất mong thầy sẽ tiếp tục giảng dạy các khoá sau .,2
37403ZOG,cô cho tan lớp hơi trễ do cô mê dạy quá .,0
37404EUD,thầy tận tâm \,1
37405SCQ,chưa thu hút được sinh viên .,0
37406AQS,em cảm thấy trên lớp học cô chỉ chú trọng vô listening là chính mà bỏ qua các phần khác \,1
37407KZC,cần trang bị phòng thực hành phù hợp với đặc thù môn học .,0
37408TLX,kiến thức học luôn được liên hệ với thực tế .,2
37409BBL,cải thiện trang thiết bị .,0
37410SHP,giảng viên tận tâm \,1
37411TDU,giảng viên nhiệt tình \,1
37412HZT,sinh viền cần có tài liệu của các bài thực hành trước để nghiên cứu \,1
37413WIQ,giáo viên hướng dẫn tận tình \,1
37414ONX,do phòng học khá đông và máy chiếu không rõ \,1
37415CWI,thầy wzjwz307 dạy giỏi từ xưa đến giờ .,2
37416TVK,nghiêm túc trong quá trình giảng dạy .,2
37417BYV,cô dạy rất nhiệt tình \,1
37418ZOI,giáo viên giảng bài hay .,2
37419KDD,thầy rất nhiệt tình \,1
37420YCF,truyền đạt kiến thức rất tốt và tạo hứng thú cho học sinh .,2
37421VXP,bình thường với giảng viên .,1
37422QLZ,cô giảng tương đối dễ hiểu \,1
37423LMI,cho rất nhiều ví dụ và bài tập mà thông qua đó làm sinh viên dễ tiếp thu bài .,2
37424LQP,cải thiện máy chiếu \,1
37425BPJ,giáo viên vui tính .,2
37426CQK,cần tăng số buổi thực hành lên vì quá ít .,0
37427NWF,cần đề cương môn học rõ ràng .,0
37428OEI,giảng viên nhiệt tình trong quá trình giảng dạy và hướng dẫn sinh viên .,2
37429DVN,dù đã xem trước bài khi lên lớp nhưng nó quá xa lạ đối với em .,0
37430AZX,thầy rất nhiệt tình \,1
37431KEW,không có file hướng dẫn giải bài tập ( chỉ có hướng dẫn giải các bài cơ bản trên lớp ) .,0
37432LYH,nhiều lúc hỏi bài sợ thầy la .,0
37433MVJ,cô rất nhiệt tình trong quá trình giảng dạy \,1
37434NBH,giải đáp các thắc mắc của sinh viên \,1
37435MRK,giảng dạy tận tâm \,1
37436UKA,nhà trường cần cài đặt các chương trình học mới nhất để sinh viên làm quen .,0
37437GKD,giáo viên nhiệt tình \,1
37438LWK,cách trình bày nội dung của môn học chưa cập nhật mới .,0
37439VAK,dạy không lan man mà cần tập trung những vấn đề quan trọng \,1
37440DFH,ít bài tập hay .,0
37441RBR,mong học kỳ sau sẽ sớm có phòng thí nghiệm cho môn này .,0
37442OEJ,hi vọng cô có thể giảng dạy lý thuyết xen kẽ với bài tập trong mỗi buổi học để giúp sinh viên hiểu rõ vấn đề cần nắm hơn .,0
37443NJY,giảng viên luôn bận họp \,1
37444TRA,giảng viên vui vẻ \,1
37445BRS,nên tăng thêm nhiều tiết thực hành 1 tuần .,0
37446IYS,cô hiểu rõ trình độ của từng học sinh để có phương pháp \,1
37447MRT,giảng thao thao bất tuyệt \,1
37448MDR,em nghĩ thầy nên vận động nhiều hơn \,1
37449SPF,hết !,1
37450MOF,dạy thêm giờ khi sinh viên chưa hoàn thành xong bài .,2
37451GOP,nhiệt tình giúp đỡ với sinh viên .,2
37452EEH,quá nhiều trò .,0
37453VKU,tạo những deadline mà sinh viên không thể sắp xếp được thời gian .,0
37454HIC,phòng thực hành quá xuống cấp .,0
37455ZKZ,thầy dạy truyền đạt tư tưởng tốt \,1
37456URI,cô dễ thương \,1
37457WFR,dạy rất tốt về ubuntu .,2
37458FZR,giảng viên thường xuyên quan tâm tới sinh viên .,2
37459HEU,dạy dễ hiểu \,1
37460UIY,thầy dạy nhiệt tình \,1
37461QWW,cô tận tâm và nhiệt tình giúp đỡ em .,2
37462BYM,nội dung slide doubledot em thấy slide này làm tài liệu đọc ôn lại ( khi đã hiểu rồi ) thì phù hợp hơn tài liệu giảng .,0
37463YDI,giáo viên nhiệt tình thân thiện .,2
37464BGI,đồ án nên giới hạn chủ đề .,0
37465CRI,cần cải thiện cơ sở vật chất phù hợp với môn học anh văn hơn nữa .,0
37466JFL,thầy rất tốt với sinh viên .,2
37467TTP,kiểm tra liên tục bài tập về nhà nhiều hơn .,0
37468SVJ,sách cung cấp rất nhiều bài tập và kiến thức \,1
37469HMG,hướng dẫn tận tình cho từng học sinh .,2
37470RHO,cô giảng bài dễ hiểu \,1
37471YDE,giảng viên không chỉ cung cấp những kiến thức như trong đề cương môn học mà còn cung cấp những kiến thức sâu rộng về thực tiễn cũng như nâng cao nhằm tăng cường độ hiểu biết cho học sinh .,2
37472RSQ,nên sửa đổi nội dung môn học hợp lý hơn .,0
37473ORT,cô giảng bài giọng rất nhỏ và khó nghe dù đã có micro .,0
37474LBD,giáo viên cần sử dụng thơi gian dạy hợp lý hơn .,0
37475WVK,đề thi quá dài \,1
37476XDH,không có gì để hài lòng .,0
37477BZP,có những khoảng thời gian trống trong giờ học \,1
37478PKD,nội dung thi không đúng giảng dạy .,0
37479QFP,thầy nhìn hiền hiền .,2
37480JTO,đi kèm theo đó là khả năng truyền đạt cực kỳ tệ \,1
37481JQB,tuy nhiên \,1
37482QVY,vui tính \,1
37483WDX,cô dạy diễu hiểu ạ .,2
37484LNK,giảng viên chưa nhiệt tình lắm .,0
37485VGL,thầy có cho bài tập .,1
37486IQD,em vinh dự được là học trò của thầy .,2
37487WSM,thêm giờ thực hành .,1
37488LTK,thầy căn chỉnh thời gian dạy không tốt .,0
37489FCG,cần thêm nhiều video demo hướng dẫn thực hành các quy trình thì chất lượng học môn này sẽ cao hơn .,0
37490NOM,bài giảng tạo cảm giác hứng thú và tiếp thu bài nhanh .,2
37491QVA,tăng hoạt động speaking .,0
37492FHD,nâng cao chất lượng cơ sở vật chất của trường .,0
37493BNZ,thầy dạy rất kỹ về kiên thức \,1
37494VQX,thầy dạy kỹ và dễ hiểu \,1
37495VFD,dạy còn khó hiểu .,0
37496EMQ,nhiệt tình \,1
37497BQY,dễ hiểu \,1
37498CQN,phòng máy quá yếu \,1
37499GTP,thầy nhắm đến người giỏi \,1
37500ZOS,tài liệu phục vụ cho môn học chưa được nhà trường hỗ trợ .,0
37501UGB,giảng hay \,1
37502ONI,nhiệt tình trả lời thắc mắc của sinh viên .,2
37503XRQ,phòng học cần sạch sẽ hơn \,1
37504XGF,đảm bảo về mặt giờ giấc .,1
37505VCZ,cách giảng dạy thấm thía vào học sinh .,2
37506UIS,cách tiếp cận nội dung chưa tốt .,0
37507LEO,tăng cường kỹ năng làm việc nhóm .,0
37508WFL,nhiệt tình \,1
37509DAF,thầy có khả năng truyền thụ tốt \,1
37510VNQ,tăng cường buổi học .,0
37511FJL,truyền đạt dễ hiểu .,2
37512NCD,thầy có giới thiệu một vài buổi giới thiệu nghề nghiệp như uit career .,2
37513IXS,dạy hay \,1
37514CCL,slide giảng dạy rất chán \,1
37515DDC,em đề xuất nên bỏ một số phần giảng lại lý thuyết ra để có thời gian làm bài tập nhiều hơn .,0
37516ADU,phòng thực hành thường xuyên không mở đúng giờ \,1
37517CSV,nói lan man .,0
37518YPU,khi nghỉ học \,1
37519JZW,thời khóa biểu cách nộp bài vào những tuần nghỉ ôn thi giữa kỳ không hợp lý .,0
37520XKB,dạy không nhiệt tình .,0
37521EZH,thầy đã chọn cách chúng em hoạt động trong môn này thật là với em thật là không thích và cảm thấy không đúng \,1
37522QDF,giảng viên nhiệt tình \,1
37523QSM,điểm quá trình chưa đánh giá đúng .,0
37524MMG,khả năng truyền đạt của thầy không được tốt lắm .,0
37525HMY,50% giành cho kiến thức chi tiết một loại công nghệ dotnet doubledot có thể giống đồ án cuối kỳ hiện tại .,1
37526OBI,cô dạy hay \,1
37527IKL,cô cho thực hành rất nhiều .,2
37528LVI,nhiệt tình \,1
37529RCP,truyền đạt kiến thức rất dễ hiểu .,2
37530WEK,giáo viên đảm bảo giờ giấc .,2
37531HDS,dạy cứng nhắc \,1
37532JOG,giảng viên giảng dạy rất nhiệt tình .,2
37533OAJ,có nguồn lý thuyết đầy đủ và có nhiều bài tập thực hành mẫu nên rất dễ học .,2
37534UZK,thầy dạy rất hay chỉ chỉ bảo tận tình .,2
37535HHC,rất tốt và nhiệt tình .,2
37536ARZ,thầy dạy kỹ càng .,2
37537OVR,hệ thống slide bài giảng chi tiết \,1
37538SQL,kiến thức này liệu có chắc là cơ bản và được cập nhật phù hợp với dân it hiện nay chưa .,0
37539YJC,giảng viên cần đảm bảo giờ học trên lớp hiệu quả hơn .,0
37540AII,có thể việc chép bài trên bảng xuống vở là một phương pháp học hay \,1
37541NRL,giảng viên tận tâm \,1
37542CQK,giảng dạy dễ hiểu \,1
37543MMD,giảng bài hơi khó hiểu .,0
37544YAG,giảng viên dạy nhiệt tình \,1
37545QDM,thầy trang bị cho chúng em những kiến thức khá hữu ích sau khi ra trường !,2
37546KYW,việc thắc mắc thầy điều giải đáp .,2
37547XVV,giảng hơi khó hiểu đó nha .,0
37548FYV,nên giảng chậm lại .,0
37549CYK,thời gian làm việc trên lớp không hiệu quả \,1
37550WNG,giảng viên không xác nhận \,1
37551FGO,giảng viên giảng dạy hay nói lan man \,1
37552QHM,hy vọng thầy giảng song ngữ để chúng em hiểu bài hơn ạ .,0
37553LKJ,thầy dạy thực hành không hiệu quả \,1
37554ODJ,cô giáo nhiệt tình trong việc giảng dạy và tương tác với sinh viên .,2
37555KLK,tổ chức học bù cho các buổi nghỉ để cung cấp đầy đủ kiến thức .,0
37556JSH,thầy nên hướng dẫn nhiều và tận tình hơn cho sinh viên về đồ án môn học .,0
37557ZJO,giảng viên tận tình \,1
37558JAG,chấm bài và sửa nhiều bài tập hơn .,0
37559NBU,nhiều bài tập kiểm tra năng lực qua từng phần .,2
37560MTX,dạy tốt và hiệu quả .,2
37561MZJ,thầy rất hay đưa những ví dụ rất cụ thể về công nghệ tiến hiện có \,1
37562HXY,mong phòng đào tạo phản hồi lại với thầy để thầy dạy tốt hơn .,0
37563WJB,cô dạy hay \,1
37564WND,nói ngoài lề hơi nhiều .,0
37565LIX,dạy nhanh .,0
37566YXU,giảng dạy dễ hiểu \,1
37567YSS,bởi vì trong một số trường hợp sinh viên làm bài thi thì máy tính của trường không đáp ứng đủ nhu cầu của sinh viên phải đủ nhanh .,0
37568GDE,dặn dò sinh viên cần ôn nội dung nào cho buổi học kế tiếp .,0
37569ARD,nhiệt tình tâm huyết giảng dạy .,2
37570ZJB,cô cho hơi nhiều bài tập .,0
37571UFF,anh khá tận tâm với sinh viên \,1
37572FCM,môn khá khó hiểu nên thầy cô phải tạo những ý tưởng để sinh viên dễ hiểu bài hơn .,0
37573GJN,lớp học rất thoải mái \,1
37574BJU,vui vẻ \,1
37575YSS,cô dạy lý thuyết hơi nhanh .,0
37576JSP,thầy cô dạy rất tốt !,2
37577FPO,giảng viên nhiệt tình đối với sinh viên .,2
37578WOJ,giảng viên nghỉ dạy quá nhiều \,1
37579IWA,tài liệu học tập phong phú .,2
37580CJB,thầy tận tâm \,1
37581MVV,cô vui vẻ \,1
37582BAU,viết lên bảng nhiều quá .,0
37583FOV,giảng viên rất nhiệt tình \,1
37584RSH,không có tinh thần giảng dạy .,0
37585DCZ,kết quả môn thực hành thì rất tốt nhưng ở môn lý thuyết thì ngược lại .,0
37586JVD,thầy dạy rất nhiệt tình dễ hiểu .,2
37587ZGQ,thang điểm của đề thi cuối kỳ không hợp lý \,1
37588SIQ,everything .,1
37589BEV,thầy nói nhỏ quá colonsmile .,2
37590WMO,giảng viên quan tâm trực tiếp đến sinh viên .,2
37591FYR,giảng viên không dành nhiều thời gian ôn tập cho sinh viên .,0
37592VAD,giảng viên truyền đạt kiến thức hiệu quả .,2
37593LYB,like ( y ) .,2
37594XUJ,giáo viên hiền \,1
37595OVP,theo em thì thời lượng môn học quá dài và liên tục khiến mệt mỏi và không tập trung học tốt được .,0
37596RSG,theo em nghĩ là sẽ ứng dụng thực tế được \,1
37597HUR,tận tình \,1
37598OQH,môn học mang tính thực tiễn cao .,2
37599BEM,vui vẻ \,1
37600IPK,thầy truyền đạt dễ hiểu \,1
37601AHM,giảng viên dạy rất chuyên tâm dễ hiểu .,2
37602ZJU,cô nhiệt tình tận tâm .,2
37603UNM,hay và sáng tạo .,2
37604MJP,thầy giảng rất dễ hiểu \,1
37605UKZ,thầy dạy vui tạo hứng thú cho môn học .,2
37606BBH,thầy nói rất dễ nghe \,1
37607RDY,bỏ thi lý thuyết cuối kỳ do làm đồ án tốn khá nhiều thời gian .,0
37608NVB,hướng dẫn sinh viên tận tình .,2
37609GLE,giảng viên giảng bài dễ hiểu \,1
37610ZDP,dạy kỹ hơn xíu .,0
37611UIK,vui vẻ \,1
37612BWA,thầy luôn khuyến khích tính tự lập và sự thực tế trong công việc .,2
37613LFU,thầy nên trao đổi với sinh viên và có những thông báo nhắc nhở chính xác \,1
37614LPD,bài giảng dễ hiểu .,2
37615RRP,cô dạy khó hiểu và nhàm chán .,0
37616MAI,giảng viên rất dễ gần và nhiệt tình chỉ bảo cho sinh viên .,2
37617MPX,giảng viên đảm bảo giờ lên lớp \,1
37618CVM,không thể nộp bài viết luận qua e-mail mà vẫn phải nộp bài bằng giấy viết tay khá mất thời gian .,0
37619SYG,chưa có diễn đàn trên courses để sinh viên có thể hỏi .,0
37620XIR,cô rất vui vẻ \,1
37621RAU,giảng viên nhiệt tình \,1
37622KHC,chúng em nhận được nhiều hơn thế .,0
37623VDN,giảng viên còn nói nhiều chuyện ngoài lề .,0
37624ENU,giảng viên nên giảng kỹ từng vấn đề .,0
37625HXP,dạy nhanh dẫn đến nhiều lúc khó hiểu .,0
37626IXV,bỏ qua những phần của những môn khác như báo cáo hoặc những phần thứ yếu như làm poster \,1
37627BLB,slide trình chiếu đã quá cũ không cập nhật thông tin mới .,0
37628TBZ,nên sử dụng phấn \,1
37629XXM,khi sinh viên có thắc mắc về bài tập thì giáo viên chỉ dẫn tận tình \,1
37630FTP,thầy không hiểu nhưng với em thấy buồn cho kết quả của môn học này kết quả không phải là điểm thưa thầy \,1
37631XNN,giảng dạy tận tình và chu đáo .,2
37632TFR,nên học thực hành thường xuyên hơn ( không học cách tuần ) .,2
37633IIW,thầy rất hiền \,1
